"Date","Price","Open","High","Low","Change %"
"Aug 29, 2018","1.7775","1.7570","1.7793","1.7538","1.20%"
"Aug 28, 2018","1.7565","1.7569","1.7613","1.7536","0.00%"
"Aug 27, 2018","1.7565","1.7522","1.7592","1.7511","0.07%"
"Aug 24, 2018","1.7552","1.7616","1.7621","1.7528","-0.35%"
"Aug 23, 2018","1.7613","1.7647","1.7686","1.7582","-0.18%"
"Aug 22, 2018","1.7644","1.7625","1.7668","1.7585","0.12%"
"Aug 21, 2018","1.7622","1.7521","1.7643","1.7513","0.58%"
"Aug 20, 2018","1.7521","1.7473","1.7530","1.7452","0.22%"
"Aug 17, 2018","1.7483","1.7498","1.7532","1.7450","-0.10%"
"Aug 16, 2018","1.7501","1.7522","1.7531","1.7466","-0.14%"
"Aug 15, 2018","1.7525","1.7534","1.7569","1.7488","-0.05%"
"Aug 14, 2018","1.7533","1.7567","1.7616","1.7496","-0.18%"
"Aug 13, 2018","1.7565","1.7539","1.7592","1.7502","0.16%"
"Aug 10, 2018","1.7537","1.7539","1.7567","1.7455","-0.02%"
"Aug 09, 2018","1.7540","1.7551","1.7596","1.7507","-0.06%"
"Aug 08, 2018","1.7550","1.7653","1.7677","1.7537","-0.59%"
"Aug 07, 2018","1.7655","1.7706","1.7729","1.7636","-0.30%"
"Aug 06, 2018","1.7708","1.7784","1.7801","1.7682","-0.38%"
"Aug 03, 2018","1.7775","1.7820","1.7839","1.7747","-0.25%"
"Aug 02, 2018","1.7819","1.7873","1.7936","1.7781","-0.31%"
"Aug 01, 2018","1.7874","1.7868","1.7895","1.7839","0.01%"
"Jul 31, 2018","1.7872","1.7887","1.7939","1.7836","-0.04%"
"Jul 30, 2018","1.7880","1.7832","1.7902","1.7827","0.13%"
"Jul 27, 2018","1.7857","1.7876","1.7895","1.7828","-0.10%"
"Jul 26, 2018","1.7875","1.7925","1.7982","1.7867","-0.23%"
"Jul 25, 2018","1.7916","1.7927","1.7955","1.7889","-0.07%"
"Jul 24, 2018","1.7929","1.7887","1.7943","1.7874","0.23%"
"Jul 23, 2018","1.7888","1.7897","1.7933","1.7864","-0.03%"
"Jul 20, 2018","1.7894","1.7839","1.7905","1.7777","0.30%"
"Jul 19, 2018","1.7840","1.7838","1.7887","1.7804","-0.01%"
"Jul 18, 2018","1.7842","1.7905","1.7940","1.7812","-0.32%"
"Jul 17, 2018","1.7900","1.8021","1.8048","1.7850","-0.72%"
"Jul 16, 2018","1.8029","1.8067","1.8095","1.8002","-0.25%"
"Jul 13, 2018","1.8074","1.8003","1.8082","1.7929","0.39%"
"Jul 12, 2018","1.8003","1.8014","1.8039","1.7976","-0.07%"
"Jul 11, 2018","1.8015","1.8016","1.8057","1.7990","-0.01%"
"Jul 10, 2018","1.8017","1.7990","1.8036","1.7916","0.16%"
"Jul 09, 2018","1.7989","1.8054","1.8092","1.7895","-0.24%"
"Jul 06, 2018","1.8033","1.8053","1.8063","1.7981","-0.11%"
"Jul 05, 2018","1.8052","1.8061","1.8105","1.8012","-0.04%"
"Jul 04, 2018","1.8060","1.8009","1.8088","1.7961","0.30%"
"Jul 03, 2018","1.8006","1.7996","1.8040","1.7957","0.06%"
"Jul 02, 2018","1.7995","1.7965","1.8020","1.7933","-0.03%"
"Jun 29, 2018","1.8001","1.7887","1.8014","1.7865","0.64%"
"Jun 28, 2018","1.7887","1.7933","1.7948","1.7844","-0.25%"
"Jun 27, 2018","1.7931","1.8033","1.8052","1.7916","-0.54%"
"Jun 26, 2018","1.8029","1.8079","1.8098","1.7987","-0.32%"
"Jun 25, 2018","1.8086","1.8022","1.8113","1.7994","0.35%"
"Jun 22, 2018","1.8023","1.7999","1.8066","1.7975","0.13%"
"Jun 21, 2018","1.8000","1.7902","1.8020","1.7848","0.58%"
"Jun 20, 2018","1.7897","1.7888","1.7948","1.7833","0.07%"
"Jun 19, 2018","1.7885","1.7897","1.7952","1.7863","-0.08%"
"Jun 18, 2018","1.7899","1.7918","1.7967","1.7867","-0.27%"
"Jun 15, 2018","1.7947","1.7838","1.7961","1.7795","0.61%"
"Jun 14, 2018","1.7838","1.7859","1.7943","1.7795","-0.15%"
"Jun 13, 2018","1.7864","1.7871","1.7888","1.7779","-0.06%"
"Jun 12, 2018","1.7874","1.7856","1.7931","1.7814","0.11%"
"Jun 11, 2018","1.7855","1.7898","1.7939","1.7811","-0.30%"
"Jun 08, 2018","1.7908","1.7902","1.7948","1.7842","0.02%"
"Jun 07, 2018","1.7904","1.7875","1.7940","1.7816","0.17%"
"Jun 06, 2018","1.7873","1.7881","1.7921","1.7849","-0.04%"
"Jun 05, 2018","1.7880","1.7794","1.7896","1.7754","0.49%"
"Jun 04, 2018","1.7793","1.7852","1.7889","1.7767","-0.40%"
"Jun 01, 2018","1.7865","1.7789","1.7888","1.7742","0.41%"
"May 31, 2018","1.7792","1.7796","1.7865","1.7765","-0.04%"
"May 30, 2018","1.7799","1.7834","1.7857","1.7772","-0.21%"
"May 29, 2018","1.7836","1.7871","1.7910","1.7779","-0.22%"
"May 28, 2018","1.7875","1.7852","1.7889","1.7826","0.11%"
"May 25, 2018","1.7856","1.7923","1.7942","1.7841","-0.35%"
"May 24, 2018","1.7919","1.7930","1.7996","1.7910","-0.04%"
"May 23, 2018","1.7927","1.7990","1.8015","1.7897","-0.36%"
"May 22, 2018","1.7992","1.7993","1.8057","1.7959","-0.02%"
"May 21, 2018","1.7996","1.8093","1.8120","1.7988","-0.54%"
"May 18, 2018","1.8093","1.8144","1.8158","1.8077","-0.27%"
"May 17, 2018","1.8142","1.8079","1.8187","1.8072","0.34%"
"May 16, 2018","1.8080","1.8163","1.8175","1.8061","-0.45%"
"May 15, 2018","1.8161","1.8108","1.8182","1.8067","0.27%"
"May 14, 2018","1.8112","1.8112","1.8135","1.8043","0.08%"
"May 11, 2018","1.8097","1.8080","1.8128","1.8052","0.08%"
"May 10, 2018","1.8082","1.8234","1.8281","1.8045","-0.83%"
"May 09, 2018","1.8233","1.8153","1.8248","1.8135","0.44%"
"May 08, 2018","1.8153","1.8111","1.8170","1.8055","0.27%"
"May 07, 2018","1.8105","1.8051","1.8142","1.8036","0.30%"
"May 04, 2018","1.8050","1.8070","1.8120","1.8018","-0.09%"
"May 03, 2018","1.8066","1.8146","1.8158","1.8047","-0.46%"
"May 02, 2018","1.8150","1.8155","1.8255","1.8115","-0.02%"
"May 01, 2018","1.8154","1.8250","1.8281","1.8126","-0.58%"
"Apr 30, 2018","1.8260","1.8250","1.8268","1.8166","0.10%"
"Apr 27, 2018","1.8241","1.8486","1.8499","1.8225","-1.35%"
"Apr 26, 2018","1.8490","1.8510","1.8558","1.8451","-0.11%"
"Apr 25, 2018","1.8510","1.8488","1.8548","1.8473","0.15%"
"Apr 24, 2018","1.8482","1.8480","1.8510","1.8420","0.02%"
"Apr 23, 2018","1.8479","1.8454","1.8507","1.8408","0.27%"
"Apr 20, 2018","1.8430","1.8477","1.8513","1.8420","-0.29%"
"Apr 19, 2018","1.8483","1.8600","1.8651","1.8456","-0.66%"
"Apr 18, 2018","1.8605","1.8742","1.8769","1.8591","-0.71%"
"Apr 17, 2018","1.8738","1.8786","1.8821","1.8716","-0.24%"
"Apr 16, 2018","1.8783","1.8687","1.8805","1.8667","0.52%"
"Apr 13, 2018","1.8686","1.8676","1.8756","1.8628","0.05%"
"Apr 12, 2018","1.8676","1.8559","1.8707","1.8544","0.63%"
"Apr 11, 2018","1.8559","1.8556","1.8617","1.8529","0.01%"
"Apr 10, 2018","1.8558","1.8537","1.8596","1.8498","0.12%"
"Apr 09, 2018","1.8535","1.8558","1.8584","1.8499","-0.03%"
"Apr 06, 2018","1.8541","1.8430","1.8581","1.8421","0.59%"
"Apr 05, 2018","1.8432","1.8473","1.8509","1.8392","-0.25%"
"Apr 04, 2018","1.8478","1.8436","1.8506","1.8418","0.21%"
"Apr 03, 2018","1.8439","1.8439","1.8464","1.8375","0.03%"
"Apr 02, 2018","1.8434","1.8396","1.8448","1.8378","0.32%"
"Mar 30, 2018","1.8376","1.8384","1.8424","1.8366","-0.05%"
"Mar 29, 2018","1.8386","1.8466","1.8498","1.8360","-0.44%"
"Mar 28, 2018","1.8468","1.8549","1.8590","1.8454","-0.44%"
"Mar 27, 2018","1.8549","1.8625","1.8639","1.8425","-0.39%"
"Mar 26, 2018","1.8621","1.8596","1.8668","1.8553","0.16%"
"Mar 23, 2018","1.8592","1.8563","1.8617","1.8525","0.13%"
"Mar 22, 2018","1.8568","1.8559","1.8694","1.8533","0.04%"
"Mar 21, 2018","1.8561","1.8463","1.8583","1.8458","0.53%"
"Mar 20, 2018","1.8463","1.8465","1.8513","1.8426","-0.04%"
"Mar 19, 2018","1.8470","1.8355","1.8557","1.8345","0.56%"
"Mar 16, 2018","1.8368","1.8304","1.8385","1.8292","0.33%"
"Mar 15, 2018","1.8307","1.8276","1.8340","1.8235","0.16%"
"Mar 14, 2018","1.8278","1.8318","1.8357","1.8232","-0.22%"
"Mar 13, 2018","1.8318","1.8256","1.8338","1.8224","0.34%"
"Mar 12, 2018","1.8256","1.8233","1.8282","1.8191","0.11%"
"Mar 09, 2018","1.8236","1.8194","1.8271","1.8175","0.21%"
"Mar 08, 2018","1.8197","1.8269","1.8296","1.8160","-0.38%"
"Mar 07, 2018","1.8267","1.8279","1.8339","1.8204","-0.06%"
"Mar 06, 2018","1.8278","1.8257","1.8329","1.8229","0.09%"
"Mar 05, 2018","1.8261","1.8185","1.8300","1.8176","0.24%"
"Mar 02, 2018","1.8217","1.8227","1.8242","1.8166","-0.04%"
"Mar 01, 2018","1.8225","1.8234","1.8285","1.8194","-0.04%"
"Feb 28, 2018","1.8232","1.8418","1.8436","1.8217","-1.02%"
"Feb 27, 2018","1.8419","1.8379","1.8454","1.8339","0.21%"
"Feb 26, 2018","1.8381","1.8436","1.8508","1.8361","-0.29%"
"Feb 23, 2018","1.8434","1.8412","1.8507","1.8384","0.09%"
"Feb 22, 2018","1.8418","1.8424","1.8442","1.8321","-0.02%"
"Feb 21, 2018","1.8422","1.8459","1.8483","1.8365","-0.20%"
"Feb 20, 2018","1.8458","1.8396","1.8491","1.8359","0.33%"
"Feb 19, 2018","1.8397","1.8412","1.8422","1.8344","-0.15%"
"Feb 16, 2018","1.8424","1.8459","1.8485","1.8374","-0.18%"
"Feb 15, 2018","1.8458","1.8401","1.8492","1.8379","0.34%"
"Feb 14, 2018","1.8396","1.8374","1.8423","1.8249","0.13%"
"Feb 13, 2018","1.8372","1.8312","1.8407","1.8302","0.34%"
"Feb 12, 2018","1.8310","1.8380","1.8400","1.8283","-0.48%"
"Feb 09, 2018","1.8399","1.8524","1.8641","1.8318","-0.66%"
"Feb 08, 2018","1.8522","1.8398","1.8683","1.8377","0.68%"
"Feb 07, 2018","1.8397","1.8398","1.8444","1.8311","0.00%"
"Feb 06, 2018","1.8397","1.8450","1.8487","1.8299","-0.29%"
"Feb 05, 2018","1.8450","1.8645","1.8658","1.8441","-0.99%"
"Feb 02, 2018","1.8635","1.8662","1.8730","1.8604","-0.13%"
"Feb 01, 2018","1.8659","1.8619","1.8739","1.8596","0.20%"
"Jan 31, 2018","1.8621","1.8557","1.8642","1.8481","0.36%"
"Jan 30, 2018","1.8554","1.8438","1.8578","1.8374","0.61%"
"Jan 29, 2018","1.8441","1.8521","1.8521","1.8404","-0.49%"
"Jan 26, 2018","1.8532","1.8531","1.8643","1.8483","0.02%"
